learning_rate,exploration_rate,shrinkage_factor,num_of_clusters,time_taken,average_guesses,win_rate
0.01,0.5,0.7,10.0,86.69331383705139,5.15,83.0
0.01,0.5,0.8,6.0,90.03869557380676,4.94,83.0
0.01,0.5,0.8,7.0,88.21455192565918,5.08,85.0
0.01,0.5,0.8,8.0,86.4135673046112,5.09,83.0
0.01,0.5,0.8,9.0,86.52283096313477,5.19,85.0
0.01,0.5,0.8,10.0,87.38340258598328,4.96,88.0
0.01,0.5,0.9,6.0,87.38830852508545,4.79,92.0
0.01,0.5,0.9,7.0,87.0075900554657,4.93,93.0
0.01,0.5,0.9,8.0,88.21087789535522,5.01,86.0
0.01,0.5,0.9,9.0,85.87281084060669,4.8,90.0
0.01,0.5,0.9,10.0,86.07764005661011,4.78,85.0
0.01,0.6,0.5,6.0,88.82149887084961,4.79,89.0
0.01,0.6,0.5,7.0,96.41129279136658,4.93,85.0
0.01,0.6,0.5,8.0,100.03188824653625,4.77,90.0
0.01,0.6,0.5,9.0,105.44491195678711,4.83,89.0
0.01,0.6,0.5,10.0,97.67004799842834,4.89,84.0
0.01,0.6,0.6,6.0,120.61598753929138,4.77,90.0
0.01,0.6,0.6,7.0,113.5410213470459,5.21,82.0
0.01,0.6,0.6,8.0,135.77121329307556,5.03,87.0
0.01,0.6,0.6,9.0,137.1057207584381,5.11,83.0
0.01,0.6,0.6,10.0,135.8083209991455,4.8,89.0
0.01,0.6,0.7,6.0,138.01329350471497,4.93,89.0
0.01,0.6,0.7,7.0,138.02477717399597,4.94,87.0
0.01,0.6,0.7,8.0,141.59188747406006,4.95,89.0
0.01,0.6,0.7,9.0,137.58981847763062,5.1,87.0
0.01,0.6,0.7,10.0,138.57946038246155,4.99,86.0
0.01,0.6,0.8,6.0,136.76022624969482,5.03,85.0
0.01,0.6,0.8,7.0,150.09742784500122,4.74,89.0
0.01,0.6,0.8,8.0,129.77565002441406,4.96,85.0
0.01,0.6,0.8,9.0,140.70945644378662,5.04,86.0
0.01,0.6,0.8,10.0,140.79868626594543,4.64,91.0
0.01,0.6,0.9,6.0,140.52192664146423,5.01,86.0
0.01,0.6,0.9,7.0,141.35814690589905,5.19,83.0
0.01,0.6,0.9,8.0,132.66355657577515,4.88,91.0
0.01,0.6,0.9,9.0,145.25905108451843,5.08,84.0
0.01,0.6,0.9,10.0,128.63958978652954,4.8,90.0
0.01,0.7,0.5,6.0,171.83633375167847,4.91,91.0
0.01,0.7,0.5,7.0,149.8940749168396,4.99,89.0
0.01,0.7,0.5,8.0,144.5177936553955,4.8,86.0
0.01,0.7,0.5,9.0,146.1467125415802,4.91,90.0
0.01,0.7,0.5,10.0,147.8683590888977,4.75,90.0
0.01,0.7,0.6,6.0,145.0449616909027,5.06,83.0
0.01,0.7,0.6,7.0,147.61944723129272,4.96,85.0
0.01,0.7,0.6,8.0,147.3427562713623,4.64,88.0
0.01,0.7,0.6,9.0,145.65602898597717,4.75,90.0
0.01,0.7,0.6,10.0,121.08303475379944,5.01,87.0
0.01,0.7,0.7,6.0,137.92571473121643,4.96,86.0
0.01,0.7,0.7,7.0,154.8446443080902,5.01,89.0
0.01,0.7,0.7,8.0,112.65011239051819,4.9,82.0
0.01,0.7,0.7,9.0,107.10472655296326,4.97,84.0
0.01,0.7,0.7,10.0,106.70686721801758,4.84,88.0
0.01,0.7,0.8,6.0,108.84372472763062,4.92,87.0
0.01,0.7,0.8,7.0,106.07387900352478,4.77,94.0
0.01,0.7,0.8,8.0,100.75597882270813,4.87,91.0
0.01,0.7,0.8,9.0,107.43465971946716,4.79,88.0
0.01,0.7,0.8,10.0,108.30703473091125,5.11,90.0
0.01,0.7,0.9,6.0,135.47243094444275,5.09,82.0
0.01,0.7,0.9,7.0,115.5132908821106,4.94,87.0
0.01,0.7,0.9,8.0,100.02248954772949,4.77,88.0
0.01,0.7,0.9,9.0,94.90197420120239,4.87,94.0
0.01,0.7,0.9,10.0,93.90754556655884,4.99,86.0
0.01,0.8,0.5,6.0,101.6636917591095,5.1,87.0
0.01,0.8,0.5,7.0,93.68464660644531,4.78,93.0
0.01,0.8,0.5,8.0,97.88537621498108,5.07,85.0
0.01,0.8,0.5,9.0,94.92454934120178,4.79,87.0
0.01,0.8,0.5,10.0,108.87011194229126,4.94,89.0
0.01,0.8,0.6,6.0,108.83401226997375,4.87,84.0
0.01,0.8,0.6,7.0,106.85576009750366,4.75,87.0
0.01,0.8,0.6,8.0,106.47888970375061,5.02,88.0
0.01,0.8,0.6,9.0,101.24292516708374,4.83,89.0
0.01,0.8,0.6,10.0,107.2064208984375,5.05,85.0
0.01,0.8,0.7,6.0,139.05872535705566,5.17,79.0
0.01,0.8,0.7,7.0,155.60229682922363,5.05,87.0
0.01,0.8,0.7,8.0,144.13120555877686,4.87,92.0
0.01,0.8,0.7,9.0,121.05200242996216,5.26,83.0
0.01,0.8,0.7,10.0,128.62260031700134,4.9,86.0
0.01,0.8,0.8,6.0,118.94418001174927,4.82,90.0
0.01,0.8,0.8,7.0,113.95770239830017,4.92,87.0
0.01,0.8,0.8,8.0,121.0329704284668,4.84,88.0
0.01,0.8,0.8,9.0,114.8680624961853,4.79,91.0
0.01,0.8,0.8,10.0,115.97620129585266,5.17,83.0
0.01,0.8,0.9,6.0,135.6055085659027,4.87,87.0
0.01,0.8,0.9,7.0,112.444819688797,4.87,87.0
0.01,0.8,0.9,8.0,110.18517065048218,5.07,85.0
0.01,0.8,0.9,9.0,106.53923010826111,4.9,87.0
0.01,0.8,0.9,10.0,109.19385433197021,4.86,89.0
0.01,0.9,0.5,6.0,109.19561123847961,5.15,85.0
0.01,0.9,0.5,7.0,92.10756492614746,5.0,84.0
0.01,0.9,0.5,8.0,89.62058568000793,4.88,83.0
0.01,0.9,0.5,9.0,96.70585441589355,5.07,83.0
0.01,0.9,0.5,10.0,90.13167428970337,4.97,86.0
0.01,0.9,0.6,6.0,90.19544386863708,5.11,85.0
0.01,0.9,0.6,7.0,96.55319952964783,5.14,88.0
0.01,0.9,0.6,8.0,127.23688125610352,4.86,87.0
0.01,0.9,0.6,9.0,115.64299440383911,4.94,88.0
0.01,0.9,0.6,10.0,101.54834866523743,4.91,84.0
0.01,0.9,0.7,6.0,95.36250305175781,4.87,86.0
0.01,0.9,0.7,7.0,94.9227774143219,5.0,87.0
0.01,0.9,0.7,8.0,101.66355681419373,4.95,88.0
0.01,0.9,0.7,9.0,98.49676322937012,4.99,86.0
0.01,0.9,0.7,10.0,100.36353302001953,4.97,88.0
0.01,0.9,0.8,6.0,98.36713171005249,4.92,85.0
0.01,0.9,0.8,7.0,95.15664076805115,4.87,86.0
0.01,0.9,0.8,8.0,93.74985027313232,4.92,86.0
0.01,0.9,0.8,9.0,103.29859328269958,4.91,85.0
0.01,0.9,0.8,10.0,118.36785864830017,4.99,85.0
0.01,0.9,0.9,6.0,108.23748564720154,4.83,90.0
0.01,0.9,0.9,7.0,113.10287618637085,4.84,89.0
0.01,0.9,0.9,8.0,104.88770294189453,4.92,87.0
0.01,0.9,0.9,9.0,128.0868558883667,4.71,85.0
0.01,0.9,0.9,10.0,97.52746963500977,5.12,87.0
0.001,0.5,0.5,6.0,99.73928475379944,4.63,91.0
0.001,0.5,0.5,7.0,99.11494302749634,5.18,83.0
0.001,0.5,0.5,8.0,91.84960412979126,4.97,90.0
0.001,0.5,0.5,9.0,91.80915379524231,5.09,88.0
0.001,0.5,0.5,10.0,97.87920117378235,4.85,87.0
0.001,0.5,0.6,6.0,93.54939341545105,5.02,91.0
0.001,0.5,0.6,7.0,93.14635181427002,4.96,88.0
0.001,0.5,0.6,8.0,95.46660208702087,5.01,85.0
0.001,0.5,0.6,9.0,87.9636127948761,4.97,85.0
0.001,0.5,0.6,10.0,90.27413201332092,4.84,93.0
0.001,0.5,0.7,6.0,89.764240026474,4.99,85.0
0.001,0.5,0.7,7.0,90.3646411895752,4.67,91.0
0.001,0.5,0.7,8.0,92.55193829536438,4.91,85.0
0.001,0.5,0.7,9.0,91.32985424995422,4.84,89.0
0.001,0.5,0.7,10.0,93.18647360801697,4.83,92.0
0.001,0.5,0.8,6.0,95.36739873886108,5.26,83.0
0.001,0.5,0.8,7.0,93.4036283493042,4.93,85.0
0.001,0.5,0.8,8.0,94.64050126075745,4.89,90.0
0.001,0.5,0.8,9.0,93.27831149101257,4.65,91.0
0.001,0.5,0.8,10.0,98.2818968296051,4.87,85.0
0.001,0.5,0.9,6.0,96.78673934936523,4.94,90.0
0.001,0.5,0.9,7.0,95.68961477279663,5.24,81.0
0.001,0.5,0.9,8.0,97.51839923858643,4.93,89.0
0.001,0.5,0.9,9.0,93.91219139099121,5.08,85.0
0.001,0.5,0.9,10.0,101.00253248214722,4.85,89.0
0.001,0.6,0.5,6.0,106.52573466300964,4.74,92.0
0.001,0.6,0.5,7.0,105.26323580741882,4.99,86.0
0.001,0.6,0.5,8.0,98.62278509140015,5.01,88.0
0.001,0.6,0.5,9.0,94.44263195991516,5.01,83.0
0.001,0.6,0.5,10.0,92.19393253326416,4.89,86.0
0.001,0.6,0.6,6.0,93.94688987731934,4.85,92.0
0.001,0.6,0.6,7.0,92.41558575630188,5.03,84.0
0.001,0.6,0.6,8.0,97.38171744346619,5.04,87.0
0.001,0.6,0.6,9.0,95.00203227996826,4.81,90.0
0.001,0.6,0.6,10.0,91.84145259857178,4.98,82.0
0.001,0.6,0.7,6.0,104.9610047340393,4.88,90.0
0.001,0.6,0.7,7.0,97.20956134796143,4.87,90.0
0.001,0.6,0.7,8.0,104.21402645111084,4.67,93.0
0.001,0.6,0.7,9.0,95.66015839576721,5.03,80.0
0.001,0.6,0.7,10.0,99.1091799736023,5.0,84.0
0.001,0.6,0.8,6.0,94.16502571105957,5.03,83.0
0.001,0.6,0.8,7.0,98.33230876922607,5.02,83.0
0.001,0.6,0.8,8.0,94.2313060760498,4.84,93.0
0.001,0.6,0.8,9.0,95.44503426551819,4.98,83.0
0.001,0.6,0.8,10.0,97.10684275627136,4.99,86.0
0.001,0.6,0.9,6.0,93.70208430290222,4.88,92.0
0.001,0.6,0.9,7.0,93.7910144329071,4.6,91.0
0.001,0.6,0.9,8.0,92.94013261795044,4.93,85.0
0.001,0.6,0.9,9.0,94.11983728408813,4.92,86.0
0.001,0.6,0.9,10.0,93.7076804637909,5.0,87.0
0.001,0.7,0.5,6.0,92.85791754722595,4.86,88.0
0.001,0.7,0.5,7.0,96.61634945869446,4.91,89.0
0.001,0.7,0.5,8.0,93.38951921463013,4.95,84.0
0.001,0.7,0.5,9.0,97.41755437850952,4.84,93.0
0.001,0.7,0.5,10.0,93.2363109588623,4.84,87.0
0.001,0.7,0.6,6.0,106.09302854537964,4.9,88.0
0.001,0.7,0.6,7.0,121.5318341255188,4.84,93.0
0.001,0.7,0.6,8.0,117.13596653938293,4.86,85.0
0.001,0.7,0.6,9.0,106.9535927772522,4.94,87.0
0.001,0.7,0.6,10.0,87.80067610740662,5.0,89.0
0.001,0.7,0.7,6.0,99.2589955329895,5.04,84.0
0.001,0.7,0.7,7.0,111.7447829246521,4.93,87.0
0.001,0.7,0.7,8.0,107.8332314491272,4.97,86.0
0.001,0.7,0.7,9.0,114.3480429649353,4.87,90.0
0.001,0.7,0.7,10.0,121.50217771530151,5.0,87.0
0.001,0.7,0.8,6.0,95.61645913124084,5.03,82.0
0.001,0.7,0.8,7.0,126.21184968948364,4.98,84.0
0.001,0.7,0.8,8.0,101.80966925621033,4.8,89.0
0.001,0.7,0.8,9.0,124.95791435241699,4.88,88.0
0.001,0.7,0.8,10.0,123.55211591720581,4.91,88.0
0.001,0.7,0.9,6.0,106.09384632110596,4.92,88.0
0.001,0.7,0.9,7.0,107.47410798072815,4.98,88.0
0.001,0.7,0.9,8.0,98.42121815681458,4.93,87.0
0.001,0.7,0.9,9.0,114.12600564956665,4.67,91.0
0.001,0.7,0.9,10.0,117.39587306976318,4.64,92.0
0.001,0.8,0.5,6.0,207.22068452835083,5.43,76.0
0.001,0.8,0.5,7.0,207.0549864768982,4.97,88.0
0.001,0.8,0.5,8.0,213.118155002594,4.96,90.0
0.001,0.8,0.5,9.0,207.32336902618408,4.8,89.0
0.001,0.8,0.5,10.0,208.41691827774048,5.0,89.0
0.001,0.8,0.6,6.0,209.68465566635132,4.88,92.0
0.001,0.8,0.6,7.0,204.42602396011353,4.96,81.0
0.001,0.8,0.6,8.0,202.23269176483154,4.82,90.0
0.001,0.8,0.6,9.0,205.92112064361572,4.87,90.0
0.001,0.8,0.6,10.0,208.39380836486816,5.07,86.0
0.001,0.8,0.7,6.0,213.2666721343994,4.91,86.0
0.001,0.8,0.7,7.0,209.05194568634033,5.13,77.0
0.001,0.8,0.7,8.0,209.7528784275055,4.97,85.0
0.001,0.8,0.7,9.0,207.9150688648224,5.21,79.0
0.001,0.8,0.7,10.0,207.38493824005127,4.77,90.0
0.001,0.8,0.8,6.0,210.37206959724426,4.83,90.0
0.001,0.8,0.8,7.0,207.99753165245056,4.85,92.0
0.001,0.8,0.8,8.0,210.21339559555054,5.05,88.0
0.001,0.8,0.8,9.0,200.16303324699402,4.69,90.0
0.001,0.8,0.8,10.0,211.89859080314636,5.04,83.0
0.001,0.8,0.9,6.0,212.15386152267456,4.92,84.0
0.001,0.8,0.9,7.0,203.19055032730103,5.11,81.0
0.001,0.8,0.9,8.0,208.84512662887573,4.74,89.0
0.001,0.8,0.9,9.0,207.35369777679443,5.14,82.0
0.001,0.8,0.9,10.0,203.2474410533905,4.79,90.0
0.001,0.9,0.5,6.0,208.9325761795044,4.7,91.0
0.001,0.9,0.5,7.0,207.23705649375916,4.84,89.0
0.001,0.9,0.5,8.0,157.2879295349121,4.87,91.0
0.001,0.9,0.5,9.0,105.23213028907776,4.99,85.0
0.001,0.9,0.5,10.0,108.3073046207428,4.96,86.0
0.001,0.9,0.6,6.0,107.01826500892639,4.7,91.0
0.001,0.9,0.6,7.0,92.65369248390198,4.99,88.0
0.001,0.9,0.6,8.0,101.00310325622559,5.1,85.0
0.001,0.9,0.6,9.0,130.484388589859,4.94,82.0
0.001,0.9,0.6,10.0,120.521817445755,4.92,87.0
0.001,0.9,0.7,6.0,120.62810587882996,5.24,83.0
0.001,0.9,0.7,7.0,111.31092524528503,4.92,88.0
0.001,0.9,0.7,8.0,103.77423000335693,4.72,89.0
0.001,0.9,0.7,9.0,123.43604922294617,4.99,88.0
0.001,0.9,0.7,10.0,118.80494594573975,4.79,90.0
0.001,0.9,0.8,6.0,107.08007907867432,5.11,81.0
0.001,0.9,0.8,7.0,112.78592085838318,4.8,90.0
0.001,0.9,0.8,8.0,120.09014463424683,4.89,93.0
0.001,0.9,0.8,9.0,126.83910202980042,5.05,85.0
0.001,0.9,0.8,10.0,136.8035101890564,4.97,86.0
0.001,0.9,0.9,6.0,162.79672861099243,4.96,88.0
0.001,0.9,0.9,7.0,157.9368236064911,5.02,86.0
0.001,0.9,0.9,8.0,156.2688181400299,4.86,87.0
0.001,0.9,0.9,9.0,160.0705647468567,4.87,94.0
0.001,0.9,0.9,10.0,157.1504008769989,4.99,86.0
