,time_taken,average_guesses,win_rate
0,148.55963969230652,6.153,65.8
1,261.0044825077057,4.925,88.0
2,10.697974681854248,4.049,97.3
3,42.30543637275696,7.066,44.9
4,7.302881240844727,5.43,75.8
